zipcode,street_address,city,store_name,store_no,zip_state,distance
20878,40 MARKET STREET,Gaithersburg,Gaithersburg Lowe's,223,MD,18.6
20601,2525 CRAIN HWY,Waldorf,Charles County Lowe's,402,MD,19.9
20151,13856 Metrotech Drive,Chantilly,Chantilly Lowe's,1538,VA,19.7
21075,8281 GATEWAY OVERLOOK DRIVE,Elkridge,Columbia Lowe's,2244,MD,20.6
20646,300 Rosewick Road,La Plata,La Plata Lowe's,2354,MD,20.8
20155,13000 Gateway Center Dr,Gainesville,Gainesville Lowe's,1870,VA,9
20109,7500 BROKEN BRANCH LANE,Manassas,N. Manassas Lowe's,397,VA,9.2
20166,45430 Dulles Crossing Plaza,Sterling,Sterling Lowe's,1125,VA,10
20176,1390 RUSSELL BRANCH PARKWAY SE,Leesburg,Lowe's of Leesburg,3154,VA,12
22192,13720 Smoketown Road,Woodbridge,Dale City Lowe's,1602,VA,22.9
22556,1330 Stafford Market Place,Stafford,Stafford Lowe's,1909,VA,32
22701,15150 MONTANUS DRIVE,Culpeper,Culpeper Lowe's,1803,VA,13.7
22630,80 RIVERTON COMMONS DRIVE,Front Royal,Front Royal Lowe's,2555,VA,21.7
22664,1220 HENRY FORD DRIVE,Woodstock,Woodstock Lowe's,2637,VA,31.3
22406,299 Banks Ford Parkway,Fredericksburg,S. Stafford Lowe's,2870,VA,34.6
22968,385 Stoneridge Drive North,Ruckersville,Ruckersville Lowe's,2828,VA,36.4
22401,1361 CARL D. SILVER PKWY,Fredericksburg,Fredericksburg Lowe's,476,VA,25.6
22407,10101 Southpoint Parkway,Fredericksburg,Spotsylvania County Lowe's,2623,VA,28.3
22560,2000 Tappahannock Blvd,Tappahannock,Tappahannock Lowe's,2624,VA,35.3
23061,6659 George Washington MEM. HWY.,Gloucester,Gloucester Lowe's,1723,VA,53.5
21144,415 GEORGE CLAUSS BOULEVARD,Severn,Severn Lowe's,2594,MD,16.3
21061,6650 RITCHIE HWY. RT 2,Glen Burnie,Glen Burnie Lowe's,631,MD,19.5
23188,801 EAST ROCHAMBEAU DR,Williamsburg,Williamsburg Lowe's,632,VA,55
26201,40 Clarksburg Road,Buckhannon,Buckhannon Lowe's,1805,WV,53.1
23602,300 CHATHAM DRIVE,Newport News,Newport News Lowe's,420,VA,64.2
23111,6425 MECHANICSVILLE TURNPIKE,Mechanicsville,Mechanicsville Lowe's,2572,VA,48.6
23231,4551 S. LABURNUM AVENUE,Henrico,E. Richmond Lowe's,2691,VA,52.9
23227,8001 BROOK RD.,Richmond,N. Richmond Lowe's,247,VA,54.1
23294,9490 WEST BROAD ST.,Richmond,W. Richmond Lowe's,381,VA,30.4
23060,4401 POUNCEY TRACT ROAD,Glen Allen,Short Pump Lowe's,687,VA,30.7
23220,1640 WEST BROAD STREET,Richmond,Central Richmond Lowe's,1037,VA,34.6
23666,2002 Power Plant Parkway,Hampton,Hampton Lowe's,1186,VA,56.7
23225,2501 SHELIA LANE,Richmond,S. Richmond Lowe's,676,VA,47.2
22942,165 Camp Creek Parkway,Gordonsville,Zion Crossroads Lowe's,2862,VA,31.6
23502,1081 NORTH MILITARY HIGHWAY,Norfolk,Norfolk Lowe's,1065,VA,58.7
22901,400 WOODBROOK DRIVE,Charlottesville,Charlottesville Lowe's,517,VA,30.5
22802,201 LINDA LANE,Harrisonburg,Harrisonburg Lowe's,509,VA,39.5
22980,801 Lew Dewitt Boulevard,Waynesboro,Waynesboro Lowe's,2602,VA,44
24401,1028D RICHMOND RD.,Staunton,Staunton Lowe's,646,VA,38.2
24450,1255 North Lee Highway,Lexington,Lexington Lowe's,1528,VA,53.4
24572,150 River James Shopping Ctr,Madison Heights,Madison Heights Lowe's,1839,VA,62.9
23901,2644 Farmville Road,Farmville,Farmville Lowe's,2810,VA,53
24502,8216 TIMBERLAKE ROAD,Lynchburg,Lynchburg Lowe's,437,VA,49.6
24523,1820 East Lynchburg Salem Tpke,Bedford,Bedford Lowe's,2809,VA,40.3
23832,7001 WINTERPOCK RD.,Chesterfield,W. Chesterfield Lowe's,609,VA,17.8
23235,1512 WEST KOGER CENTER DR.,Richmond,Midlothian Lowe's,113,VA,23.9
23831,2601 WEIR PLACE,Chester,Chester Lowe's,599,VA,31.3
23875,2085 WATERSIDE DRIVE,Prince George,Prince George Lowe's,2918,VA,34.5
23321,4708 PORTSMOUTH BLVD.,Chesapeake,W. Chesapeake Lowe's,709,VA,43.4
23701,4040 Victory Blvd,Portsmouth,Portsmouth Lowe's,1593,VA,44.9
23454,2403 Virginia Beach Blvd,Virginia Beach,E. Virginia Beach Lowe's,1546,VA,37.1
23320,1308 BATTLEFIELD BLVD N,Chesapeake,Chesapeake Lowe's,439,VA,37.2
23434,1216 N. MAIN STREET,Suffolk,Suffolk Lowe's,1126,VA,37.5
23452,3565 HOLLAND ROAD,Virginia Beach,Virginia Beach Lowe's,86,VA,44.3
27909,1605 West Ehringhaus Street,Elizabeth City,Elizabeth City Lowe's,1713,NC,36.3
23851,1240 Armory Drive,Franklin,Franklin Lowe's,2698,VA,31.3
27870,1600 Julian Allsbrook Highway,Roanoke Rapids,Roanoke Rapids Lowe's,1815,NC,26.2
27886,111 River Oaks Drive,Tarboro,Tarboro Lowe's,3022,NC,52.2
27537,166 DABNEY ROAD,Henderson,Henderson Lowe's,738,NC,49.8
27804,700 N. Wesleyan BLVD.,Rocky Mount,Rocky Mount Lowe's,547,NC,41.9
27587,11800 GALAXY DRIVE,Wake Forest,Wake Forest Lowe's,1798,NC,49.2
24592,3603 OLD HALIFAX ROAD,South Boston,South Boston Lowe's,1760,VA,50.8
27573,2044 Durham Road,Roxboro,Roxboro Lowe's,2210,NC,54.7
27893,2501 Forest Hills Road West,Wilson,Wilson Lowe's,726,NC,56.3
27604,4601 Capital BLVD.,Raleigh,N. Raleigh Lowe's,444,NC,57.5
27704,117 William Penn Plaza,Durham,N. Durham Lowe's,576,NC,55.9
27545,7316 Knightdale Blvd,Knightdale,Knightdale Lowe's,1095,NC,56.9
27613,4831 Grove Barton Rd,Raleigh,W. Raleigh Lowe's,625,NC,60.4
24540,280 LOWE'S DRIVE,Danville,Danville Lowe's,787,VA,57.5
27713,4402 Fayetteville Road,Durham,S. Durham Lowe's,2778,NC,57.8
27514,1801 Fordham Boulevard,Chapel Hill,Chapel Hill Lowe's,487,NC,53
24012,"5040 RUTGERS ST., NW",Roanoke,Roanoke Lowe's,419,VA,3.4
24018,4224 VALLEY AVENUE,Roanoke,S. Roanoke Lowe's,664,VA,3.6
24012,4520 Challenger Avenue,Roanoke,E. Roanoke Lowe's,1764,VA,5.3
24153,840 West Main Street,Salem,Salem Lowe's,2939,VA,7.2
24151,800 Old Franklin Turnpike,Rocky Mount,Rocky Mount Lowe's,2217,VA,18.2
24073,350 PEPPERS FERRY RD NE,Christiansburg,Christiansburg Lowe's,447,VA,27.1
24141,6115 Lowes Drive,Radford,Pulaski County Lowe's,2458,VA,36.3
24112,1059 COMMONWEALTH BLVD,Martinsville,Martinsville Lowe's,707,VA,40
24901,20 GATEWAY BLVD,Lewisburg,Lewisburg Lowe's,2507,WV,41.7
24740,1155 Oakvale Road,Princeton,Princeton Lowe's,1984,WV,36.2
24382,185 Dominion Street,Wytheville,Wytheville Lowe's,1164,VA,42.3
27320,5201 Us 29 Business,Reidsville,Reidsville Lowe's,1210,NC,17.1
27027,6844 Nc Highway 135,Mayodan,Mayodan Lowe's,2996,NC,22.7
27405,2005 East Cone Boulevard,Greensboro,N.E. Greensboro Lowe's,2771,NC,35.9
89434,3729 Battleground Ave,Greensboro,Lowe's Outlet Greensboro,3643,NC,36.4
27408,3001 Battleground AVE.,Greensboro,N. Greensboro Lowe's,387,NC,37.1
27215,125 HUFFMAN MILL RD.,Burlington,Burlington Lowe's,508,NC,38.5
24605,515 Commerce Drive,Bluefield,Bluefield Lowe's,1959,VA,34.8
24333,8417 CARROLLTON/PIKE ROAD,Galax,Galax Lowe's,1072,VA,41.4
27030,"692 S. Andy Griffith PKY, STE100",Mount Airy,Mount Airy Lowe's,478,NC,28.2
27105,5901 University PKWY.,Winston Salem,N. Winston Lowe's,480,NC,31.7
27284,145 Harmon Creek Road,Kernersville,Kernersville Lowe's,1141,NC,36.1
28621,492 Cc Camp Rd,Elkin,Elkin Lowe's,1653,NC,33.2
27103,935 Hanes Mall BLVD.,Winston Salem,West Winston Lowe's,436,NC,36.2
27127,1450 Lumber Lane,Winston Salem,S. Winston-Salem Lowe's,2653,NC,38.8
25801,1210 North Eisenhower Drive,Beckley,Beckley Lowe's,1888,WV,34.4
25840,46 FAYETTE TOWN CENTER ROAD,Fayetteville,Fayetteville Lowe's,2205,WV,48
24211,24500 Falcon Place Blvd,Abingdon,Abingdon Lowe's,2974,VA,2.7
24202,401 MERCHANT TRACE,Bristol,Bristol Lowe's,3456,VA,10.7
37620,1340 Volunteer Parkway,Bristol,S. Bristol Lowe's,2591,TN,16.4
24637,4375 Indian Paint Road,Pounding Mill,Claypool Hill Lowe's,1838,VA,27.4
37643,925 Patriot Drive,Elizabethton,Elizabethton Lowe's,2509,TN,28.6
37660,2526 East Stone Drive,Kingsport,Kingsport Lowe's,718,TN,30.9
37604,180 Market Place BLVD.,Johnson City,Johnson City Lowe's,737,TN,34.6
28694,158 LOWE'S Drive,W. Jefferson,W. Jefferson Lowe's,2255,NC,35.6
37660,2324 West Stone Drive,Kingsport,West Kingsport Lowe's,2773,TN,35.9
37659,1498 East Jackson Blvd,Jonesborough,Jonesborough Lowe's,2993,TN,38.3
24293,201 WOODLAND DRIVE S.W.,Wise,Wise County Lowe's,1678,VA,35.8
28604,2014 Tynecastle Highway,Banner Elk,Banner Elk Lowe's,1834,NC,36.6
41501,183 CASSADY BLVD.,Pikeville,Pikeville Lowe's,435,KY,32
25601,"NORMAN MORGAN BLVD, U.S RT 119",Logan,Logan Lowe's,588,WV,50.9
41701,81 Commerce Drive,Hazard,Hazard Lowe's,1819,KY,36.2
41240,527 North Mayo Trail,Paintsville,Paintsville Lowe's,1797,KY,51
37814,2744 West Andrew Johnson Hwy,Morristown,Morristown Lowe's,579,TN,33.7
37745,2375 East Andrew Johnson Highway,Greeneville,Greeneville Lowe's,1202,TN,33.8
37760,638 E Broadway Boulevard,Jefferson City,Jefferson City Lowe's,2709,TN,42
40701,777 W CUMBERLAND GAP PKY,Corbin,Corbin Lowe's,494,KY,43.5
37766,2444 Jacksboro Pike,La Follette,La Follette Lowe's,2823,TN,45.8
40744,136 Keavy Road,London,London Lowe's,2666,KY,48.3
37924,3100 S MALL RD NE,Knoxville,E. Knoxville Lowe's,1544,TN,49.1
37821,120 Epley Road,Newport,Newport Lowe's,2609,TN,49.9
28607,1855 Blowing Rock Road,Boone,Boone Lowe's,1522,NC,30.8
28697,2003 W US HIGHWAY 421,Wilkesboro,Wilkesboro Lowe's,701,NC,50.9
26651,5200 Webster Road,Summersville,Summersville Lowe's,1040,WV,56.8
27302,200 Lowes Boulevard,Mebane,Mebane Lowe's,2517,NC,44.6
25304,5750 Maccorkle Ave Se,Charleston,E. Charleston Lowe's,675,WV,48.5
25309,50 RHL BOULEVARD,South Charleston,S. Charleston Lowe's,746,WV,50.4
25313,1000 NITRO MARKETPLACE,Cross Lanes,Nitro Lowe's,616,WV,52.8
25504,700 Mall Road,Barboursville,Barboursville Lowe's,454,WV,61.9
26101,2 Walton Drive,Parkersburg,S. Parkersburg Lowe's,2246,WV,62.8
45680,294 COUNTY ROAD 120 S.,South Point,Burlington Lowe's,455,OH,47.5
41101,350 Diedrich Boulevard,Ashland,Russell Lowe's,1123,KY,57.3
26105,1300 Grand Central AVE.,Vienna,Wood County Lowe's,473,WV,53.6
45750,842 Pike Street,Marietta,Marietta Lowe's,1566,OH,58.2
45694,7915 OHIO RIVER RD.,Wheelersburg,Wheelersburg Lowe's,477,OH,48.1
45701,983 East State Street,Athens,Athens Lowe's,1866,OH,50.2
40351,100 KROGER CENTER,Morehead,Morehead Lowe's,1808,KY,52
43701,3755 FRAZEYSBURG RD.,Zanesville,Zanesville Lowe's,210,OH,57.1
43130,2240 LOWES DRIVE,Lancaster,Lancaster Lowe's,527,OH,66.5
43056,888 HEBRON ROAD,Heath,Heath Lowe's,708,OH,68.1
27028,1427 Yadkinville Road,Mocksville,Mocksville Lowe's,2575,NC,32.4
28625,140 North Pointe BLVD.,Statesville,Statesville Lowe's,458,NC,30.4
27292,130 LOWE'S BLVD.,Lexington,Lexington Lowe's,490,NC,19.3
27265,2600 North Main ST.,High Point,N. High Point Lowe's,459,NC,20.5
28146,207 Faith Road,Salisbury,Salisbury Lowe's,495,NC,27.8
27407,1703 South Forty DR.,Greensboro,S.W. Greensboro Lowe's,404,NC,27.9
28166,1041 Charlotte Highway,Troutman,Troutman Lowe's,2750,NC,10
28117,509 River Hwy,Mooresville,Mooresville Lowe's,595,NC,13.7
28083,3025 Dale Earnhardt Blvd,Kannapolis,N. Concord Lowe's,2368,NC,18.9
28027,940 Concord Parkway North,Concord,Concord Lowe's,697,NC,21.4
28078,16830 Statesville RD.,Huntersville,Huntersville Lowe's,489,NC,22
28027,8670 CONCORD MILLS BLVD,Concord,S.W. Concord Lowe's,2981,NC,24.5
27203,1120 East Dixie Dr,Asheboro,Asheboro Lowe's,449,NC,1.5
27406,109 West Elmsley Drive,Greensboro,S.E. Greensboro Lowe's,2222,NC,20.3
28001,820 NC 24-27 BYPASS EAST,Albemarle,Albemarle Lowe's,1529,NC,32
27312,121 LOWE'S Drive,Pittsboro,Pittsboro Lowe's,2448,NC,28.2
27332,3015 S HORNER BOULEVARD,Sanford,Sanford Lowe's,3608,NC,20.7
27502,1101 Beaver Creek Commons Dr,Apex,Apex Lowe's,1878,NC,31
27540,2240 RALPH STEPHENS RD,Holly Springs,Holly Springs Lowe's,3316,NC,32.8
28387,10845 Us 15-501 Hwy,Southern Pines,Southern Pines Lowe's,538,NC,33.4
27513,1920 Nw Maynard Road,Cary,Morrisville Lowe's,1835,NC,29.2
28379,1300-A East Broad Avenue,Rockingham,Rockingham Lowe's,1038,NC,30.2
28352,910 US 401 BY-PASS,Laurinburg,Laurinburg Lowe's,2564,NC,44.5
28304,7771 Good Middling Drive,Fayetteville,W. Fayetteville Lowe's,2905,NC,42.8
28314,1929 Skibo Square,Fayetteville,Fayetteville Lowe's,388,NC,46.6
28311,3909 Ramsey Street,Fayetteville,N. Fayetteville Lowe's,767,NC,43.4
28348,3080 N MAIN STREET,Hope Mills,Hope Mills Lowe's,2906,NC,36.9
27518,2000 Walnut St,Cary,Cary Lowe's,426,NC,33.4
28110,2350 West Roosevelt Blvd,Monroe,Monroe Lowe's,680,NC,34.5
28079,5711 West Highway 74,Indian Trail,Indian Trail Lowe's,2907,NC,37.4
28227,8826 Albemarle Road,Charlotte,E. Charlotte Lowe's,1920,NC,39.1
28339,524 EAST JACKSON BOULEVARD,Erwin,Erwin Lowe's,1777,NC,31.7
27529,101 Cleveland Crossing Drive,Garner,Clayton Lowe's,677,NC,17
27529,1575 Us Hwy 70 West,Garner,Garner Lowe's,488,NC,22.2
27577,1230 N. Brightleaf BLVD.,Smithfield,Smithfield Lowe's,647,NC,25
28328,911 Sunset Avenue,Clinton,Clinton Lowe's,1689,NC,29.4
27534,1202 N Berkeley Blvd,Goldsboro,Goldsboro Lowe's,557,NC,28.4
28504,4489 HIGHWAY 70 WEST,Kinston,Kinston Lowe's,1722,NC,17.5
28590,800 THOMAS LANGSTON RD.,Winterville,Greenville Lowe's,598,NC,31.1
27858,3840 EAST 10TH STREET,Greenville,E. Greenville Lowe's,2837,NC,36.5
28562,1400 LOWE'S BOULEVARD,New Bern,New Bern Lowe's,566,NC,22
27889,1701 CAROLINA AVENUE,Washington,Washington Lowe's,786,NC,23.9
28557,5219 HWY. 70,Morehead City,Morehead City Lowe's,619,NC,39
28584,401 WB MCLEAN DRIVE,Cape Carteret,Cape Carteret Lowe's,2436,NC,44.9
28546,1255 WESTERN BLVD.,Jacksonville,Jacksonville Lowe's,556,NC,49.8
28540,425 YOPP ROAD,Jacksonville,S. Jacksonville Lowe's,2737,NC,53.9
27948,1500 North Croatan Highway,Kill Devil Hills,Kill Devil Hills Lowe's,3216,NC,62.8
28150,425 Earl Road,Shelby,Shelby Lowe's,612,NC,7.7
29341,1601 West Floyd Baker Blvd,Gaffney,Gaffney Lowe's,2358,SC,11.2
28043,184 LOWE'S Boulevard,Forest City,Forest City Lowe's,1788,NC,14.2
29316,170 Rainbow Lake Road,Boiling Springs,Boiling Springs Lowe's,1986,SC,22.6
29307,2079 East Main Street,Spartanburg,E. Spartanburg Lowe's,2548,SC,23
29301,120 E. Blackstock Road,Spartanburg,Spartanburg Lowe's,2595,SC,28.7
28092,1603 East Main Street,Lincolnton,Lincolnton Lowe's,700,NC,29
28056,3250 East Franklin BLVD.,Gastonia,Franklin Square Lowe's,457,NC,30.8
29745,1010 East Liberty St,York,York Lowe's,1776,SC,31.8
28655,1224 Burkemont Avenue,Morganton,Morganton Lowe's,1097,NC,32.1
28213,1100 Chancellor Park DR.,Charlotte,N. Charlotte Lowe's,408,NC,30.2
28037,7144 Highway 73,Denver,E. Lincoln County Lowe's,2636,NC,19.7
28602,1550 21ST Street Drive S.E.,Hickory,Hickory Lowe's,1557,NC,21.7
28601,1450 2ND Street Ne,Hickory,N. Hickory Lowe's,2370,NC,24.6
28012,200 Caldwell Farm Road,Belmont,Belmont Lowe's,2650,NC,0.6
28273,8192 South Tryon Street,Charlotte,S.W. Charlotte Lowe's,1060,NC,9.1
29710,5288 Highway 557,Clover,N. York County Lowe's,2920,SC,9.1
28203,217 Iverson Way,Charlotte,Central Charlotte Lowe's,2348,NC,10.3
28216,10275 Perimeter Parkway,Charlotte,Charlotte - Northlake Mall Lowe's,2352,NC,12.3
28226,10625 Mcmullen Creek Parkway,Charlotte,Pineville Lowe's,377,NC,14.8
29708,1640 Highway 160 West,Fort Mill,Fort Mill Lowe's,2442,SC,15.3
28105,2115 Matthews Township Parkway,Matthews,S.E. Charlotte Lowe's,1124,NC,33.8
28277,5310 Ballantyne Commons Parkway,Charlotte,S. Charlotte Lowe's,1112,NC,37.7
28752,480 Us 70 West,Marion,Marion Lowe's,1922,NC,27.1
28645,1201 Hickory Blvd S.E.,Lenoir,Lenoir Lowe's,1509,NC,27.5
28792,1415 7TH AVE. East,Hendersonville,Hendersonville Lowe's,31,NC,34.6
29650,1370 W Wade Hampton Blvd,Greer,Greer Lowe's,667,SC,35.1
28173,2508 Cuthbertson Road,Waxhaw,Waxhaw Lowe's,2638,NC,10
29707,181 Fort Mill Highway,Indian Land,N. Lancaster County Lowe's,3040,SC,12.5
29550,819 SOUTH FOURTH STREET,Hartsville,Hartsville Lowe's,2803,SC,41.8
29730,1350 Springdale Road,Rock Hill,Rock Hill Lowe's,416,SC,16.8
29501,2301 DAVID H. MCLEOD BLVD.,Florence,Florence Lowe's,1120,SC,43.9
29505,1701 FREEDOM BLVD,Florence,S. Florence Lowe's,1075,SC,46.6
28704,19 Mckenna Road,Arden,S. Asheville Lowe's,2201,NC,33.1
28805,89 SOUTH TUNNEL ROAD,Asheville,E. Asheville Lowe's,617,NC,31.3
28805,3 SOUTH TUNNEL ROAD,Asheville,Lowe’s Home Improvement Pop-Up Store E. Asheville,3130,NC,31.6
28358,5060 Fayetteville RD.,Lumberton,Lumberton Lowe's,739,NC,28
28472,100 Green Hill Drive,Whiteville,Whiteville Lowe's,2869,NC,16.7
28470,351 Whiteville Rd Nw,Shallotte,Shallotte Lowe's,1068,NC,44.7
29582,214 U.S. HWY. #17 North,North Myrtle Beach,North Myrtle Beach Lowe's,603,SC,49.3
28451,3716 GATEWAY BLVD,Leland,Leland Lowe's,3478,NC,50.6
28443,106 WILKES LN E,Hampstead,Surf City Lowe's,2256,NC,40.4
28411,191 PORTERS NECK ROAD,Wilmington,"LOWE'S OF PORTERS NECK, NC",2982,NC,46.6
29526,2301 E Highway 501,Conway,Conway Lowe's,1705,SC,40.4
29577,1160 Seaboard ST.,Myrtle Beach,Myrtle Beach Lowe's,410,SC,47.1
28403,354 South College RD.,Wilmington,University Centre Lowe's,445,NC,5
28412,5110 S. College Road,Wilmington,S. Wilmington Lowe's,1138,NC,11.1
28461,5084 Southport Supply Rd Se,Southport,Southport Lowe's,682,NC,26.2
29588,8672 HIGHWAY 17 BYP S,Myrtle Beach,Surfside Lowe's,1004,SC,37.3
28734,161 Franklin Plaza,Franklin,Franklin Lowe's,717,NC,20.2
28779,1716 East Main Street,Sylva,Sylva Lowe's,2257,NC,24.3
28906,198 Bulldog Drive,Murphy,Murphy Lowe's,2505,NC,29.4
37701,1098 HUNTER'S Crossing Drive,Alcoa,Blount County Lowe's,638,TN,33.3
37876,610 Winfield Dunn Pkwy,Sevierville,Sevierville Lowe's,693,TN,34.2
37920,7520 Mountain Grove Drive,Knoxville,S. Knoxville Lowe's,2239,TN,37.8
28786,100 Liner Cove Road,Waynesville,Waynesville Lowe's,470,NC,39.1
37923,210 N. Peters RD.,Knoxville,W. Knoxville Lowe's,486,TN,44.7
28787,24 Northridge Commons Parkway,Weaverville,Weaverville Lowe's,2634,NC,5.3
28806,95 Smokey Park Hwy,Asheville,W. Asheville Lowe's,526,NC,5.5
28712,119 Ecusta Road,Brevard,Brevard Lowe's,1990,NC,26.3
29678,195 Bilo Place,Seneca,Seneca Lowe's,1635,SC,30.2
29630,608 Issaqueena Trail,Central,Clemson Lowe's,3071,SC,34.4
29640,6068 Calhoun MEM. HWY.,Easley,Easley Lowe's,469,SC,36
29609,1900 Poinsett Highway,Greenville,N.W. Greenville Lowe's,1718,SC,22.1
29607,"101 VERDAE BLVD., SUITE 200",Greenville,Lowe's Outlet Greenville,3640,SC,28.5
29607,1131 Woodruff Road,Greenville,Greenville Lowe's,1983,SC,29.6
30531,281 Carpenters Cove Lane,Cornelia,Cornelia Lowe's,1925,GA,40.2
29621,3515 Clemson BLVD.,Anderson,Anderson Lowe's,728,SC,45.7
37912,6600 Clinton HWY.,Knoxville,N. Knoxville Lowe's,637,TN,43.7
37303,1751 Congress Pkwy S,Athens,Athens Lowe's,1196,TN,46.9
30540,380 Highland Crossing,East Ellijay,E. Ellijay Lowe's,1793,GA,46.3
30504,1514 SKELTON ROAD,Gainesville,Gainesville Lowe's,434,GA,52.1
37312,229 Paul Huff Parkway N.W.,Cleveland,Cleveland Lowe's,649,TN,46.9
30721,1212 Cleveland Highway,Dalton,Dalton Lowe's,1646,GA,56.3
30114,2044 CUMMING HWY,Canton,Canton Lowe's,2838,GA,54.6
29118,2896 North Road Hwy 178,Orangeburg,Orangeburg Lowe's,559,SC,17.1
29483,1207 N. Main ST.,Summerville,Summerville Lowe's,358,SC,37.5
29485,9600 Dorchester Road,Summerville,N.W. Charleston Lowe's,2948,SC,42.3
29445,520 Saint James Avenue,Goose Creek,Goose Creek Lowe's,2464,SC,42.4
29209,7420 Garners Ferry Road,Columbia,S.E. Columbia Lowe's,1064,SC,44.9
29150,1251 Broad Street,Sumter,Sumter Lowe's,626,SC,45.5
29406,7555 Northwood BLVD.,North Charleston,North Charleston Lowe's,497,SC,46.6
29073,5570 Platt Springs Road,Lexington,S.E. Lexington County Lowe's,2967,SC,49.7
29170,2829 Augusta Rd,West Columbia,West Columbia Lowe's,499,SC,49.9
29223,7441 Two Notch Road,Columbia,N.E. Columbia Lowe's,433,SC,52.2
29020,11 Bay Lane,Camden,Camden Lowe's,1751,SC,20.6
29223,10106 Two Notch Road,Columbia,Richland County Lowe's,2356,SC,37.4
29229,1051 Sams Crossing Drive,Columbia,N. Richland County Lowe's,3026,SC,39.1
29212,390 Harbison BLVD.,Columbia,Irmo Lowe's,385,SC,33.1
29072,5412 Sunset Blvd,Lexington,Lexington Lowe's,1066,SC,38.5
29803,2470 Whiskey RD.,Aiken,Aiken Lowe's,639,SC,41.6
29841,1220 Knox Avenue,North Augusta,N. Augusta Lowe's,2207,SC,55.3
29108,2911 Main Street,Newberry,Newberry Lowe's,2520,SC,31.3
29649,513 Bypass 72 Nw,Greenwood,Greenwood Lowe's,518,SC,16.9
29680,3958 Grandview Drive,Simpsonville,Simpsonville Lowe's,528,SC,42
30809,4305 Washington Road,Evans,Evans Lowe's,2366,GA,46.1
29414,3125 Glenn Mcconnell Pkwy,Charleston,W. Ashley Lowe's,655,SC,41.1
29412,770 Daniel Ellis DR.,Charleston,James Island Lowe's,661,SC,47.1
29464,1104 Market Center BLVD.,Mount Pleasant,MT. Pleasant Lowe's,539,SC,47.7
29466,3265 North Highway 17,Mount Pleasant,North Mount Pleasant Lowe's,3317,SC,48
30906,3214 PEACH ORCHARD ROAD,Augusta,S.W. Augusta Lowe's,1116,GA,51.1
29906,207 Robert Smalls Pkwy,Beaufort,Beaufort Lowe's,1521,SC,49.1
31326,5150 Highway 21 S,Rincon,Rincon Lowe's,2813,GA,58.1
30907,224 BOBBY JONES EXP.,Augusta,Augusta Lowe's,482,GA,36.3
29910,35 Malphrus Road,Bluffton,Bluffton Lowe's,1533,SC,52
29626,408 Highway 28 Byp,Anderson,S. Anderson Lowe's,3050,SC,42.6
30605,3341 Lexington Road,Athens,E. Athens Lowe's,2204,GA,43.3
30461,24065 HIGHWAY 80 EAST,Statesboro,Statesboro Lowe's,177,GA,47.5
31322,1565 Pooler Parkway,Pooler,Pooler Lowe's,2772,GA,60
31419,11114 ABERCORN ST.,Savannah,S. Savannah Lowe's,403,GA,41.1
31313,735 West Oglethorpe Highway,Hinesville,Hinesville Lowe's,1856,GA,51.4
30307,1280 Caroline Street Ne,Atlanta,Atlanta-Edgewood Lowe's,1875,GA,4.7
30038,5375 Fairington Road,Lithonia,S. Dekalb-lithonia Lowe's,2232,GA,7.6
30341,4950 PEACHTREE BLVD.,Chamblee,Chamblee Lowe's,1119,GA,8.2
30047,4855 STONE MOUNTAIN HWY,Lilburn,Stone Mountain Lowe's,640,GA,10.3
30328,5925 Roswell Road,Sandy Springs,Sandy Springs Lowe's,1807,GA,11.7
30071,2035 Beaver Ruin Road,Norcross,Norcross Lowe's,1507,GA,12
30260,1865 Mount Zion Road,Morrow,Lowe's Outlet Morrow,3570,GA,14.7
30281,3505 MT. ZION RD.,Stockbridge,Stockbridge Lowe's,512,GA,15.6
30344,3625 North Commerce Drive,East Point,Camp Creek Lowe's,1715,GA,16
30078,1615 Scenic Hwy N,Snellville,Snellville Lowe's,1603,GA,16.4
30004,4925 Windward Parkway,Alpharetta,N. Alpharetta Lowe's,1668,GA,1.7
30004,10580 DUKE DR,Alpharetta,Alpharetta Lowe's,615,GA,2.8
30024,3580 PEACHTREE PARKWAY,Suwanee,John's Creek Lowe's,710,GA,7.3
30041,935 MARKETPLACE BLVD,Cumming,Cumming Lowe's,678,GA,12
30024,3260 Lawrenceville Suwanee Rd,Suwanee,Suwanee Lowe's,2908,GA,14
30189,575 MOLLY LANE,Woodstock,Woodstock Lowe's,543,GA,14
30106,1717 EAST WEST CONNECTOR,Austell,Austell Lowe's,531,GA,8.4
30064,2650 DALLAS HWY. S.W.,Marietta,W. Marietta Lowe's,545,GA,9.7
30152,3250 Cobb Pkwy Nw,Kennesaw,Acworth Lowe's,1651,GA,14.9
30519,1955 BUFORD MILL DR.,Buford,Buford Lowe's,662,GA,15.8
30135,7001 DOUGLAS BLVD,Douglasville,Douglasville Lowe's,730,GA,17.6
30013,1901 GEORGIA HIGHWAY 138 SE,Conyers,Conyers Lowe's,1076,GA,1.9
30052,4022 Atlanta Highway,Loganville,Loganville Lowe's,2969,GA,14.1
30253,101 WILLOW LANE,Mcdonough,Mcdonough Lowe's,1153,GA,18.7
30606,1851 EPPS BRIDGE RD.,Athens,Athens Lowe's,506,GA,22.6
30650,1821 Eatonton Highway,Madison,Madison Lowe's,1958,GA,21.3
